age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,remediation_timestamp
47.0,Private,362654.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Unknown,107801.0,Some-College,10.0,Never-Married,Unknown,Own-Child,White,Female,0,0.0,3,United-States,<=50K,2025-03-31T22:02:17.000Z
31.0,Local-Gov,224234.0,Hs-Grad,9.0,Married-Civ-Spouse,Transport-Moving,Husband,Black,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
68.0,Private,211162.0,Hs-Grad,9.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
26.0,Private,147638.0,Bachelors,13.0,Never-Married,Adm-Clerical,Other-Relative,Asian-Pac-Islander,Female,0,0.0,40,Hong,<=50K,2025-03-31T22:02:17.000Z
42.0,Private,104647.0,Hs-Grad,9.0,Divorced,Other-Service,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
49.0,Private,67365.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
31.0,Self-Emp-Not-Inc,268482.0,9th,5.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,State-Gov,288731.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,231082.0,Bachelors,13.0,Divorced,Prof-Specialty,Not-In-Family,White,Female,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
42.0,State-Gov,333530.0,Some-College,10.0,Married-Civ-Spouse,Exec-Managerial,Wife,White,Female,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
62.0,Private,214288.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,118023.0,Hs-Grad,9.0,Never-Married,Farming-Fishing,Own-Child,White,Male,0,0.0,24,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,187088.0,Some-College,10.0,Never-Married,Adm-Clerical,Own-Child,Other,Female,0,0.0,20,Cuba,<=50K,2025-03-31T22:02:17.000Z
60.0,Unknown,174073.0,Hs-Grad,9.0,Married-Civ-Spouse,Unknown,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,133833.0,Some-College,10.0,Never-Married,Other-Service,Own-Child,White,Female,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,Private,229772.0,10th,6.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
64.0,Private,210082.0,Hs-Grad,9.0,Widowed,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
25.0,Private,122999.0,Hs-Grad,9.0,Never-Married,Craft-Repair,Other-Relative,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
27.0,Private,44767.0,Hs-Grad,9.0,Married-Civ-Spouse,Farming-Fishing,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Private,200574.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Tech-Support,Husband,White,Male,0,0.0,44,United-States,<=50K,2025-03-31T22:02:17.000Z
58.0,Private,236596.0,Some-College,10.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
31.0,Private,33124.0,Prof-School,15.0,Never-Married,Prof-Specialty,Not-In-Family,White,Female,0,0.0,99,United-States,<=50K,2025-03-31T22:02:17.000Z
50.0,Local-Gov,308764.0,Hs-Grad,9.0,Widowed,Transport-Moving,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
27.0,Private,103524.0,Hs-Grad,9.0,Separated,Handlers-Cleaners,Unmarried,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
31.0,Unknown,99483.0,Hs-Grad,9.0,Never-Married,Unknown,Own-Child,Amer-Indian-Eskimo,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
50.0,Private,230951.0,Bachelors,13.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
45.0,Private,99355.0,Hs-Grad,9.0,Married-Civ-Spouse,Protective-Serv,Husband,Black,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
33.0,Private,857532.0,12th,8.0,Never-Married,Protective-Serv,Own-Child,Black,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
19.0,Private,198943.0,Some-College,10.0,Never-Married,Other-Service,Own-Child,White,Female,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,Private,311696.0,11th,7.0,Married-Civ-Spouse,Other-Service,Wife,Black,Female,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,252897.0,Some-College,10.0,Divorced,Sales,Own-Child,White,Female,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
42.0,Self-Emp-Not-Inc,39539.0,Hs-Grad,9.0,Married-Civ-Spouse,Farming-Fishing,Husband,White,Male,0,0.0,99,United-States,>50K,2025-03-31T22:02:17.000Z
49.0,Self-Emp-Inc,122066.0,Some-College,10.0,Divorced,Sales,Not-In-Family,White,Male,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
24.0,Private,202721.0,Some-College,10.0,Never-Married,Adm-Clerical,Own-Child,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Private,197565.0,Assoc-Voc,11.0,Never-Married,Adm-Clerical,Own-Child,White,Female,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Federal-Gov,190895.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,40,Unknown,>50K,2025-03-31T22:02:17.000Z
25.0,Self-Emp-Inc,158751.0,Assoc-Voc,11.0,Never-Married,Transport-Moving,Unmarried,White,Male,0,0.0,55,United-States,<=50K,2025-03-31T22:02:17.000Z
51.0,State-Gov,243631.0,10th,6.0,Married-Civ-Spouse,Craft-Repair,Husband,Amer-Indian-Eskimo,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
17.0,Unknown,219277.0,11th,7.0,Never-Married,Unknown,Own-Child,White,Female,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
19.0,Private,45381.0,Some-College,10.0,Never-Married,Adm-Clerical,Own-Child,White,Female,0,0.0,8,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,167482.0,Some-College,10.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,52,United-States,>50K,2025-03-31T22:02:17.000Z
60.0,Private,225014.0,Hs-Grad,9.0,Divorced,Other-Service,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Self-Emp-Not-Inc,405083.0,Hs-Grad,9.0,Never-Married,Sales,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Federal-Gov,24153.0,10th,6.0,Married-Civ-Spouse,Other-Service,Wife,Amer-Indian-Eskimo,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,126569.0,Hs-Grad,9.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,45,Ecuador,>50K,2025-03-31T22:02:17.000Z
57.0,Unknown,137658.0,Hs-Grad,9.0,Married-Civ-Spouse,Unknown,Husband,Other,Male,0,0.0,5,Columbia,<=50K,2025-03-31T22:02:17.000Z
24.0,Private,315476.0,Assoc-Acdm,12.0,Never-Married,Craft-Repair,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
43.0,Private,248186.0,Assoc-Acdm,12.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,38,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Self-Emp-Inc,206903.0,Prof-School,15.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,55,United-States,>50K,2025-03-31T22:02:17.000Z
20.0,Private,191910.0,Hs-Grad,9.0,Never-Married,Protective-Serv,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,145119.0,Some-College,10.0,Never-Married,Other-Service,Own-Child,Asian-Pac-Islander,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
20.0,Private,130840.0,10th,6.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
42.0,Private,33126.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,60,United-States,>50K,2025-03-31T22:02:17.000Z
20.0,Private,334105.0,Some-College,10.0,Never-Married,Other-Service,Own-Child,White,Female,0,0.0,10,United-States,<=50K,2025-03-31T22:02:17.000Z
19.0,Local-Gov,354104.0,Hs-Grad,9.0,Never-Married,Adm-Clerical,Own-Child,White,Male,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
34.0,Private,111985.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Local-Gov,321187.0,Bachelors,13.0,Never-Married,Prof-Specialty,Unmarried,White,Female,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Private,138142.0,Some-College,10.0,Separated,Other-Service,Unmarried,Black,Female,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,Private,296999.0,Some-College,10.0,Divorced,Craft-Repair,Not-In-Family,White,Female,0,0.0,37,United-States,<=50K,2025-03-31T22:02:17.000Z
41.0,Local-Gov,174491.0,Hs-Grad,9.0,Separated,Other-Service,Unmarried,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
34.0,State-Gov,173266.0,Hs-Grad,9.0,Married-Civ-Spouse,Tech-Support,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
33.0,Private,25610.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Sales,Husband,Other,Male,0,0.0,40,Japan,>50K,2025-03-31T22:02:17.000Z
47.0,Private,187563.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
41.0,Private,196344.0,1st-4th,2.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,50,Mexico,<=50K,2025-03-31T22:02:17.000Z
40.0,Private,205047.0,Hs-Grad,9.0,Married-Spouse-Absent,Craft-Repair,Not-In-Family,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
28.0,Private,715938.0,Bachelors,13.0,Never-Married,Craft-Repair,Own-Child,Black,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
62.0,Self-Emp-Not-Inc,224520.0,Hs-Grad,9.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,90,United-States,>50K,2025-03-31T22:02:17.000Z
29.0,Private,229656.0,Hs-Grad,9.0,Divorced,Adm-Clerical,Unmarried,White,Female,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Private,97883.0,Some-College,10.0,Divorced,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Private,131298.0,Hs-Grad,9.0,Never-Married,Other-Service,Not-In-Family,White,Male,0,0.0,60,United-States,<=50K,2025-03-31T22:02:17.000Z
57.0,Federal-Gov,197875.0,Hs-Grad,9.0,Divorced,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,172766.0,Some-College,10.0,Never-Married,Sales,Own-Child,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Local-Gov,175796.0,Assoc-Acdm,12.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
24.0,Private,51973.0,Bachelors,13.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,291979.0,11th,7.0,Separated,Craft-Repair,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
36.0,State-Gov,180752.0,Bachelors,13.0,Never-Married,Protective-Serv,Unmarried,Black,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
50.0,Private,234657.0,Some-College,10.0,Divorced,Adm-Clerical,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
18.0,Private,39411.0,11th,7.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,24,United-States,<=50K,2025-03-31T22:02:17.000Z
52.0,State-Gov,334273.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
41.0,Private,192779.0,7th-8th,4.0,Married-Civ-Spouse,Other-Service,Husband,White,Male,0,0.0,40,Unknown,<=50K,2025-03-31T22:02:17.000Z
21.0,Unknown,105312.0,Hs-Grad,9.0,Never-Married,Unknown,Not-In-Family,White,Female,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
34.0,Self-Emp-Not-Inc,182714.0,Bachelors,13.0,Never-Married,Prof-Specialty,Not-In-Family,White,Female,0,0.0,55,United-States,>50K,2025-03-31T22:02:17.000Z
21.0,Private,231866.0,Assoc-Voc,11.0,Never-Married,Craft-Repair,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Private,102102.0,Hs-Grad,9.0,Never-Married,Exec-Managerial,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
57.0,Unknown,50248.0,Some-College,10.0,Married-Civ-Spouse,Unknown,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
61.0,Local-Gov,195519.0,Masters,14.0,Never-Married,Prof-Specialty,Unmarried,White,Female,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,State-Gov,34310.0,Some-College,10.0,Never-Married,Transport-Moving,Own-Child,White,Male,0,0.0,25,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Unknown,314913.0,11th,7.0,Divorced,Unknown,Own-Child,White,Male,0,0.0,53,United-States,<=50K,2025-03-31T22:02:17.000Z
25.0,Private,110978.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Adm-Clerical,Wife,Asian-Pac-Islander,Female,0,0.0,37,India,>50K,2025-03-31T22:02:17.000Z
17.0,Private,79682.0,10th,6.0,Never-Married,Priv-House-Serv,Other-Relative,White,Male,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
40.0,Private,192259.0,Masters,14.0,Never-Married,Prof-Specialty,Not-In-Family,White,Male,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
31.0,Local-Gov,190228.0,Masters,14.0,Never-Married,Exec-Managerial,Not-In-Family,White,Male,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
42.0,Private,118947.0,Bachelors,13.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
53.0,Private,55861.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
37.0,Private,238433.0,1st-4th,2.0,Married-Civ-Spouse,Transport-Moving,Husband,White,Male,0,0.0,40,Cuba,<=50K,2025-03-31T22:02:17.000Z
37.0,State-Gov,166744.0,Hs-Grad,9.0,Married-Spouse-Absent,Other-Service,Unmarried,White,Female,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
54.0,Private,144586.0,Some-College,10.0,Married-Civ-Spouse,Sales,Wife,White,Female,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
36.0,Private,134367.0,Hs-Grad,9.0,Divorced,Other-Service,Own-Child,White,Female,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Private,133616.0,Some-College,10.0,Divorced,Adm-Clerical,Unmarried,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Private,203039.0,Bachelors,13.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,48,United-States,<=50K,2025-03-31T22:02:17.000Z
32.0,Private,217460.0,9th,5.0,Married-Civ-Spouse,Transport-Moving,Husband,White,Male,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
42.0,State-Gov,212027.0,Bachelors,13.0,Divorced,Prof-Specialty,Not-In-Family,Black,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
37.0,Local-Gov,126569.0,Hs-Grad,9.0,Never-Married,Craft-Repair,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Private,289960.0,Hs-Grad,9.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,48,United-States,<=50K,2025-03-31T22:02:17.000Z
54.0,Private,174102.0,Bachelors,13.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
38.0,Private,181716.0,12th,8.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,48,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Local-Gov,172822.0,Hs-Grad,9.0,Married-Civ-Spouse,Transport-Moving,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
24.0,Private,293091.0,Hs-Grad,9.0,Married-Civ-Spouse,Handlers-Cleaners,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
57.0,Private,107443.0,1st-4th,2.0,Married-Civ-Spouse,Handlers-Cleaners,Husband,White,Male,0,0.0,40,Portugal,<=50K,2025-03-31T22:02:17.000Z
59.0,Private,95283.0,1st-4th,2.0,Married-Civ-Spouse,Machine-Op-Inspct,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
33.0,Private,65278.0,Bachelors,13.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
26.0,Private,134945.0,Hs-Grad,9.0,Never-Married,Machine-Op-Inspct,Other-Relative,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
46.0,Private,169324.0,Hs-Grad,9.0,Separated,Other-Service,Not-In-Family,Black,Female,0,0.0,45,Jamaica,<=50K,2025-03-31T22:02:17.000Z
44.0,State-Gov,98989.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,Amer-Indian-Eskimo,Male,0,0.0,38,United-States,>50K,2025-03-31T22:02:17.000Z
24.0,Private,143436.0,Some-College,10.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,24,United-States,<=50K,2025-03-31T22:02:17.000Z
32.0,Private,143604.0,10th,6.0,Married-Spouse-Absent,Other-Service,Not-In-Family,Black,Female,0,0.0,37,United-States,<=50K,2025-03-31T22:02:17.000Z
35.0,Private,226311.0,Bachelors,13.0,Never-Married,Sales,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
67.0,Private,94610.0,Masters,14.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,30,United-States,>50K,2025-03-31T22:02:17.000Z
56.0,Self-Emp-Not-Inc,26716.0,Bachelors,13.0,Married-Civ-Spouse,Exec-Managerial,Husband,White,Male,0,0.0,20,United-States,>50K,2025-03-31T22:02:17.000Z
26.0,Private,160261.0,Masters,14.0,Never-Married,Prof-Specialty,Not-In-Family,Asian-Pac-Islander,Male,0,0.0,20,India,<=50K,2025-03-31T22:02:17.000Z
52.0,Private,154342.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,48,United-States,>50K,2025-03-31T22:02:17.000Z
38.0,Self-Emp-Not-Inc,89202.0,Some-College,10.0,Divorced,Craft-Repair,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
31.0,Private,174704.0,Hs-Grad,9.0,Divorced,Sales,Unmarried,Black,Male,0,0.0,50,United-States,<=50K,2025-03-31T22:02:17.000Z
53.0,Private,153486.0,Hs-Grad,9.0,Separated,Transport-Moving,Not-In-Family,White,Male,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
27.0,Private,360097.0,Hs-Grad,9.0,Never-Married,Handlers-Cleaners,Not-In-Family,Black,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
39.0,Private,230356.0,Bachelors,13.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,163870.0,Hs-Grad,9.0,Never-Married,Machine-Op-Inspct,Own-Child,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
37.0,Private,199753.0,Some-College,10.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,35,United-States,>50K,2025-03-31T22:02:17.000Z
20.0,Private,333505.0,Hs-Grad,9.0,Never-Married,Adm-Clerical,Own-Child,White,Male,0,0.0,30,Nicaragua,<=50K,2025-03-31T22:02:17.000Z
60.0,Local-Gov,149281.0,Hs-Grad,9.0,Married-Civ-Spouse,Protective-Serv,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
51.0,Private,138514.0,Assoc-Voc,11.0,Divorced,Tech-Support,Unmarried,Black,Female,0,0.0,48,United-States,<=50K,2025-03-31T22:02:17.000Z
57.0,Federal-Gov,66504.0,Prof-School,15.0,Divorced,Prof-Specialty,Not-In-Family,White,Female,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
59.0,Private,206487.0,Some-College,10.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
37.0,Private,170020.0,Hs-Grad,9.0,Married-Civ-Spouse,Craft-Repair,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
35.0,Private,217605.0,Hs-Grad,9.0,Married-Civ-Spouse,Handlers-Cleaners,Wife,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
43.0,Private,145711.0,Some-College,10.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,72,United-States,>50K,2025-03-31T22:02:17.000Z
17.0,Private,169155.0,12th,8.0,Never-Married,Other-Service,Own-Child,White,Male,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
45.0,Private,34127.0,Bachelors,13.0,Married-Civ-Spouse,Prof-Specialty,Husband,White,Male,0,0.0,50,United-States,>50K,2025-03-31T22:02:17.000Z
18.0,Private,110142.0,Hs-Grad,9.0,Never-Married,Sales,Own-Child,White,Female,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
52.0,Private,222646.0,12th,8.0,Separated,Machine-Op-Inspct,Other-Relative,White,Female,0,0.0,40,Cuba,<=50K,2025-03-31T22:02:17.000Z
18.0,Private,182643.0,Some-College,10.0,Never-Married,Handlers-Cleaners,Own-Child,White,Male,0,0.0,9,United-States,<=50K,2025-03-31T22:02:17.000Z
20.0,Private,303565.0,Some-College,10.0,Never-Married,Handlers-Cleaners,Own-Child,Black,Male,0,0.0,40,Germany,<=50K,2025-03-31T22:02:17.000Z
34.0,Private,140092.0,Hs-Grad,9.0,Never-Married,Tech-Support,Not-In-Family,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
19.0,Private,178811.0,Hs-Grad,9.0,Never-Married,Machine-Op-Inspct,Own-Child,Black,Female,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
18.0,Unknown,267399.0,12th,8.0,Never-Married,Unknown,Own-Child,White,Female,0,0.0,12,United-States,<=50K,2025-03-31T22:02:17.000Z
17.0,Local-Gov,192387.0,9th,5.0,Never-Married,Other-Service,Own-Child,White,Male,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
30.0,Federal-Gov,127610.0,Bachelors,13.0,Never-Married,Adm-Clerical,Not-In-Family,White,Female,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
29.0,Private,258862.0,Bachelors,13.0,Never-Married,Craft-Repair,Not-In-Family,White,Female,0,0.0,45,United-States,<=50K,2025-03-31T22:02:17.000Z
18.0,Private,174926.0,9th,5.0,Never-Married,Other-Service,Own-Child,White,Male,0,0.0,15,Unknown,<=50K,2025-03-31T22:02:17.000Z
50.0,State-Gov,238187.0,Bachelors,13.0,Divorced,Adm-Clerical,Not-In-Family,Black,Female,0,0.0,37,United-States,<=50K,2025-03-31T22:02:17.000Z
22.0,Private,191444.0,Hs-Grad,9.0,Never-Married,Sales,Other-Relative,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,198822.0,Hs-Grad,9.0,Never-Married,Adm-Clerical,Own-Child,White,Female,0,0.0,35,United-States,<=50K,2025-03-31T22:02:17.000Z
39.0,Self-Emp-Not-Inc,251323.0,9th,5.0,Married-Civ-Spouse,Farming-Fishing,Other-Relative,White,Male,0,0.0,40,Cuba,<=50K,2025-03-31T22:02:17.000Z
62.0,Private,370881.0,Assoc-Acdm,12.0,Widowed,Other-Service,Not-In-Family,White,Female,0,0.0,7,United-States,<=50K,2025-03-31T22:02:17.000Z
32.0,Private,198183.0,Some-College,10.0,Divorced,Exec-Managerial,Not-In-Family,White,Female,0,0.0,38,United-States,<=50K,2025-03-31T22:02:17.000Z
38.0,Private,210610.0,Assoc-Acdm,12.0,Married-Civ-Spouse,Tech-Support,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
34.0,Private,46746.0,11th,7.0,Never-Married,Other-Service,Not-In-Family,White,Male,0,0.0,30,United-States,<=50K,2025-03-31T22:02:17.000Z
28.0,Private,120475.0,Hs-Grad,9.0,Never-Married,Other-Service,Own-Child,White,Male,0,0.0,20,United-States,<=50K,2025-03-31T22:02:17.000Z
26.0,Private,135845.0,Some-College,10.0,Never-Married,Sales,Not-In-Family,White,Female,0,0.0,37,United-States,<=50K,2025-03-31T22:02:17.000Z
41.0,Private,310255.0,Hs-Grad,9.0,Married-Civ-Spouse,Sales,Husband,White,Male,0,0.0,40,United-States,<=50K,2025-03-31T22:02:17.000Z
21.0,Private,211013.0,Assoc-Voc,11.0,Married-Civ-Spouse,Other-Service,Other-Relative,White,Female,0,0.0,50,Mexico,<=50K,2025-03-31T22:02:17.000Z
50.0,Private,175029.0,Hs-Grad,9.0,Married-Civ-Spouse,Handlers-Cleaners,Husband,White,Male,0,0.0,40,United-States,>50K,2025-03-31T22:02:17.000Z
